DATE;KURŞUNSUZ BENZİN (TL/LT);GAZ YAĞI (TL/LT);TP MOTORİN (TL/LT);MOTORİN (TL/LT);KALORİFER YAKITI (TL/KG);FUEL OIL (TL/KG);Y.K. FUEL OIL (TL/KG)
10.Nis.24;43,40 ;35,80 ;42,02 ;41,97 ;31,25 ;26,98 ;24,05 
16.Nis.24;43,48 ;35,80 ;42,08 ;42,03 ;31,25 ;26,98 ;24,05 
23.Nis.24;43,49 ;35,80 ;42,12 ;42,07 ;31,25 ;26,98 ;24,05 
25.Nis.24;43,49 ;35,80 ;40,96 ;40,91 ;30,45 ;26,65 ;23,98 
26.Nis.24;43,54 ;35,80 ;40,99 ;40,94 ;30,45 ;26,65 ;23,98 
27.Nis.24;43,54 ;34,60 ;40,99 ;40,94 ;30,45 ;26,65 ;23,98 
1.May.24;43,55 ;34,60 ;41,01 ;40,96 ;30,45 ;26,65 ;23,98 
3.May.24;43,84 ;34,60 ;41,27 ;41,22 ;30,45 ;26,65 ;23,98 
7.May.24;43,86 ;34,60 ;41,30 ;41,25 ;29,02 ;25,25 ;22,71 
8.May.24;42,49 ;34,60 ;40,06 ;40,01 ;29,02 ;25,25 ;22,71 
9.May.24;42,49 ;34,60 ;40,06 ;40,01 ;29,02 ;25,25 ;22,71 
10.May.24;42,54 ;34,60 ;40,09 ;40,04 ;29,02 ;25,25 ;22,71 
14.May.24;42,60 ;34,60 ;40,14 ;40,09 ;29,02 ;25,25 ;22,71 
15.May.24;42,60 ;34,60 ;40,14 ;40,14 ;29,02 ;25,25 ;22,71 
16.May.24;42,60 ;34,60 ;40,14 ;40,14 ;29,02 ;25,25 ;22,71 
17.May.24;42,60 ;34,60 ;40,14 ;40,14 ;28,33 ;24,31 ;22,36 
21.May.24;42,63 ;34,60 ;40,17 ;40,17 ;28,33 ;24,31 ;22,36 
25.May.24;41,22 ;34,60 ;40,17 ;40,17 ;28,33 ;24,31 ;22,36 
28.May.24;41,28 ;34,60 ;40,18 ;40,18 ;28,49 ;24,56 ;22,97 
4.Haz.24;41,30 ;34,07 ;40,32 ;40,32 ;28,49 ;24,56 ;22,97 
5.Haz.24;41,30 ;32,23 ;40,32 ;40,32 ;28,49 ;24,56 ;22,97 
7.Haz.24;40,05 ;32,23 ;39,13 ;39,13 ;28,49 ;24,56 ;22,97 
8.Haz.24;40,11 ;32,23 ;39,16 ;39,16 ;28,49 ;24,56 ;22,97 
11.Haz.24;40,11 ;32,23 ;39,16 ;39,16 ;28,79 ;25,27 ;22,56 
12.Haz.24;40,11 ;32,23 ;39,16 ;39,16 ;29,42 ;25,81 ;23,31 
13.Haz.24;40,11 ;33,69 ;40,51 ;40,51 ;29,42 ;25,81 ;23,31 
14.Haz.24;40,14 ;33,69 ;40,56 ;40,56 ;29,42 ;25,81 ;23,31 
21.Haz.24;40,14 ;35,53 ;40,56 ;40,56 ;31,37 ;27,75 ;24,22 
25.Haz.24;42,18 ;35,53 ;42,28 ;42,28 ;31,37 ;27,75 ;24,22 
28.Haz.24;42,13 ;35,53 ;42,28 ;42,28 ;31,37 ;27,75 ;24,22 
29.Haz.24;42,26 ;35,53 ;42,42 ;42,42 ;32,10 ;28,64 ;24,79 
2.Tem.24;42,26 ;35,53 ;42,42 ;42,42 ;32,10 ;28,64 ;24,79 
3.Tem.24;44,47 ;36,67 ;44,49 ;44,49 ;32,34 ;28,87 ;25,01 
4.Tem.24;44,47 ;36,67 ;44,49 ;44,49 ;32,71 ;28,97 ;26,70 
5.Tem.24;44,52 ;36,67 ;44,53 ;44,53 ;32,71 ;28,97 ;26,70 
6.Tem.24;44,52 ;36,67 ;44,53 ;44,53 ;32,71 ;28,97 ;26,70 
10.Tem.24;44,62 ;36,67 ;44,61 ;44,61 ;32,71 ;28,97 ;26,70 
13.Tem.24;44,69 ;36,67 ;44,69 ;44,69 ;31,76 ;28,08 ;25,84 
19.Tem.24;44,80 ;36,67 ;44,77 ;44,77 ;31,76 ;28,08 ;25,84 
23.Tem.24;44,86 ;36,67 ;44,82 ;44,82 ;31,76 ;28,08 ;25,84 
24.Tem.24;44,86 ;36,67 ;44,82 ;44,82 ;30,62 ;27,09 ;24,35 
25.Tem.24;44,86 ;35,08 ;43,35 ;43,35 ;30,62 ;27,09 ;24,35 
30.Tem.24;44,97 ;35,08 ;43,46 ;43,46 ;30,62 ;27,09 ;24,35 
3.Ağu.24;44,97 ;35,08 ;43,46 ;43,46 ;30,42 ;27,07 ;23,53 
6.Ağu.24;43,32 ;35,08 ;43,54 ;43,54 ;29,74 ;26,69 ;22,48 
9.Ağu.24;43,43 ;35,08 ;43,64 ;43,64 ;29,74 ;26,69 ;22,48 
10.Ağu.24;43,43 ;35,08 ;43,64 ;43,64 ;30,63 ;27,66 ;23,56 
15.Ağu.24;44,28 ;35,08 ;43,64 ;43,64 ;30,63 ;27,66 ;23,56 
16.Ağu.24;44,43 ;35,08 ;43,77 ;43,77 ;31,34 ;28,73 ;23,48 
23.Ağu.24;43,09 ;35,08 ;43,77 ;43,77 ;31,34 ;28,73 ;23,48 
24.Ağu.24;43,11 ;34,05 ;43,09 ;43,09 ;31,34 ;28,73 ;23,48 
27.Ağu.24;43,11 ;34,05 ;43,09 ;43,09 ;31,34 ;28,73 ;23,48 
4.Eyl.24;43,11 ;34,05 ;43,09 ;43,09 ;31,34 ;28,73 ;23,48 
5.Eyl.24;43,11 ;34,05 ;43,09 ;43,09 ;30,01 ;27,49 ;21,38 
6.Eyl.24;41,36 ;34,05 ;43,16 ;43,16 ;30,01 ;27,49 ;21,38 
11.Eyl.24;41,36 ;32,48 ;41,65 ;41,65 ;28,55 ;25,91 ;20,70 
13.Eyl.24;41,42 ;32,48 ;41,67 ;41,67 ;28,55 ;25,91 ;20,70 
19.Eyl.24;41,42 ;32,48 ;41,67 ;41,67 ;28,94 ;26,22 ;21,95 
24.Eyl.24;42,61 ;32,48 ;41,67 ;41,67 ;28,94 ;26,22 ;21,95 
27.Eyl.24;42,61 ;32,48 ;42,59 ;42,59 ;29,43 ;26,50 ;22,61 
1.Eki.24;42,64 ;32,48 ;42,59 ;42,59 ;29,43 ;26,50 ;22,61 
2.Eki.24;42,76 ;32,48 ;42,59 ;42,59 ;29,43 ;26,50 ;22,61 
3.Eki.24;42,76 ;32,48 ;42,59 ;42,59 ;29,43 ;26,50 ;22,61 
4.Eki.24;42,76 ;32,48 ;42,61 ;42,61 ;29,49 ;27,12 ;24,06 
5.Eki.24;42,76 ;32,48 ;42,61 ;42,61 ;30,22 ;27,77 ;24,24 
8.Eki.24;42,78 ;34,69 ;42,64 ;42,64 ;30,22 ;27,77 ;24,24 
9.Eki.24;42,78 ;34,69 ;42,64 ;42,64 ;31,41 ;28,71 ;25,71 
10.Eki.24;42,78 ;34,69 ;43,41 ;43,41 ;30,49 ;27,96 ;24,88 
11.Eki.24;43,54 ;34,69 ;43,41 ;43,41 ;30,49 ;27,96 ;24,88 
12.Eki.24;44,53 ;34,69 ;43,44 ;43,44 ;30,49 ;27,96 ;24,88 
16.Eki.24;44,53 ;34,69 ;43,44 ;43,44 ;30,49 ;27,96 ;24,88 
18.Eki.24;44,56 ;32,87 ;43,47 ;43,47 ;30,49 ;27,96 ;24,88 
22.Eki.24;42,68 ;32,87 ;41,82 ;41,82 ;28,90 ;26,41 ;24,35 
24.Eki.24;42,68 ;32,87 ;41,82 ;41,82 ;30,25 ;27,80 ;25,81 
25.Eki.24;42,74 ;32,87 ;42,67 ;42,67 ;30,25 ;27,80 ;25,81 
31.Eki.24;42,74 ;32,87 ;42,67 ;42,67 ;28,84 ;26,50 ;24,23 
1.Kas.24;42,79 ;32,87 ;42,72 ;42,72 ;28,84 ;26,50 ;24,23 
2.Kas.24;42,68 ;32,87 ;42,72 ;42,72 ;28,84 ;26,50 ;24,23 
5.Kas.24;42,68 ;32,87 ;42,72 ;42,72 ;28,84 ;26,50 ;24,23 
6.Kas.24;42,68 ;32,87 ;42,72 ;42,72 ;29,88 ;27,20 ;23,49 
9.Kas.24;42,73 ;34,64 ;42,77 ;42,77 ;29,88 ;27,20 ;23,49 
15.Kas.24;42,78 ;33,21 ;42,82 ;42,82 ;29,88 ;27,20 ;23,49 
19.Kas.24;42,16 ;33,21 ;42,82 ;42,82 ;29,88 ;27,20 ;23,49 
23.Kas.24;42,22 ;33,21 ;44,10 ;44,10 ;29,88 ;27,20 ;23,49 
26.Kas.24;42,22 ;34,33 ;44,10 ;44,10 ;29,88 ;27,20 ;23,49 
28.Kas.24;42,97 ;34,33 ;44,10 ;44,10 ;29,88 ;27,20 ;23,49 
3.Ara.24;42,95 ;34,33 ;44,12 ;44,12 ;29,88 ;27,20 ;23,49 
4.Ara.24;41,98 ;33,12 ;44,12 ;44,12 ;29,88 ;27,20 ;23,49 
6.Ara.24;42,01 ;33,12 ;43,20 ;43,20 ;30,53 ;28,59 ;23,22 
7.Ara.24;42,01 ;33,12 ;43,20 ;43,20 ;30,21 ;28,36 ;22,60 
14.Ara.24;43,00 ;33,12 ;43,24 ;43,24 ;30,21 ;28,36 ;22,60 
20.Ara.24;43,01 ;33,12 ;43,25 ;43,25 ;30,21 ;28,36 ;22,60 
21.Ara.24;43,01 ;33,12 ;43,84 ;43,84 ;30,52 ;28,21 ;23,22 
24.Ara.24;43,02 ;33,12 ;43,85 ;43,85 ;30,52 ;28,21 ;23,22 
31.Ara.24;43,84 ;33,55 ;44,62 ;44,62 ;30,61 ;28,30 ;23,30 
1.Oca.25;43,85 ;33,56 ;44,63 ;44,63 ;30,62 ;28,31 ;23,32 
3.Oca.25;43,88 ;33,56 ;44,64 ;44,64 ;30,62 ;28,31 ;23,32 
4.Oca.25;43,88 ;33,56 ;44,64 ;44,64 ;30,62 ;28,31 ;23,32 
7.Oca.25;45,15 ;35,23 ;44,65 ;44,65 ;30,62 ;28,31 ;23,32 
8.Oca.25;45,15 ;35,23 ;45,63 ;45,63 ;30,62 ;28,31 ;23,32 
9.Oca.25;45,15 ;35,23 ;45,63 ;45,63 ;30,62 ;28,31 ;23,32 
10.Oca.25;45,15 ;35,23 ;45,66 ;45,66 ;30,51 ;27,61 ;24,23 
14.Oca.25;45,15 ;35,23 ;45,66 ;45,66 ;30,51 ;27,61 ;24,23 
15.Oca.25;45,15 ;35,23 ;45,66 ;45,66 ;32,12 ;28,70 ;25,35 
16.Oca.25;45,15 ;36,81 ;47,13 ;47,13 ;32,12 ;28,70 ;25,35 
18.Oca.25;46,08 ;37,72 ;47,12 ;47,12 ;32,12 ;28,70 ;25,35 
21.Oca.25;46,08 ;37,72 ;47,17 ;47,17 ;32,12 ;28,70 ;25,35 
28.Oca.25;46,11 ;37,72 ;47,20 ;47,20 ;32,12 ;28,70 ;25,35 
30.Oca.25;46,11 ;36,12 ;47,20 ;47,20 ;30,92 ;27,70 ;24,81 
31.Oca.25;46,11 ;36,12 ;46,31 ;46,31 ;30,92 ;27,70 ;24,81 
4.Şub.25;46,15 ;36,12 ;46,34 ;46,34 ;30,92 ;27,70 ;24,81 
5.Şub.25;46,15 ;36,12 ;46,34 ;46,34 ;30,92 ;27,70 ;24,81 
6.Şub.25;46,15 ;36,12 ;46,34 ;46,34 ;32,80 ;30,38 ;25,13 
11.Şub.25;46,20 ;36,12 ;46,39 ;46,39 ;32,80 ;30,38 ;25,13 
14.Şub.25;46,24 ;36,12 ;46,41 ;46,41 ;32,80 ;30,38 ;25,13 
19.Şub.25;46,24 ;36,12 ;46,41 ;46,41 ;32,26 ;29,33 ;25,36 
22.Şub.25;46,27 ;36,12 ;47,89 ;47,89 ;32,26 ;29,33 ;25,36 
27.Şub.25;46,27 ;36,12 ;46,46 ;46,46 ;32,26 ;29,33 ;25,36 
4.Mar.25;45,12 ;36,12 ;46,46 ;46,46 ;32,26 ;29,33 ;25,36 
5.Mar.25;45,12 ;36,12 ;46,46 ;46,46 ;31,24 ;28,26 ;25,33 
6.Mar.25;45,12 ;36,12 ;46,46 ;46,46 ;30,46 ;27,43 ;24,55 
7.Mar.25;43,18 ;36,12 ;46,54 ;46,54 ;30,46 ;27,43 ;24,55 
8.Mar.25;43,18 ;35,05 ;45,19 ;45,19 ;30,46 ;27,43 ;24,55 
14.Mar.25;45,05 ;35,05 ;45,23 ;45,23 ;30,46 ;27,43 ;24,55 
22.Mar.25;45,05 ;35,05 ;45,23 ;45,23 ;31,17 ;27,80 ;25,75 
25.Mar.25;46,61 ;36,64 ;45,23 ;45,23 ;31,17 ;27,80 ;25,75 
26.Mar.25;46,61 ;36,64 ;46,65 ;46,65 ;31,17 ;27,80 ;25,75 
27.Mar.25;46,61 ;36,64 ;46,65 ;46,65 ;31,17 ;27,80 ;25,75 
28.Mar.25;46,57 ;36,64 ;46,69 ;46,69 ;31,17 ;27,80 ;25,75 
3.Nis.25;46,57 ;36,64 ;46,69 ;46,69 ;32,09 ;28,98 ;25,70 
5.Nis.25;46,57 ;36,64 ;46,69 ;46,69 ;30,43 ;27,33 ;24,38 
8.Nis.25;46,57 ;36,64 ;46,69 ;46,69 ;29,04 ;26,00 ;23,28 
9.Nis.25;46,57 ;36,64 ;44,05 ;44,05 ;29,04 ;26,00 ;23,28 
10.Nis.25;44,33 ;34,35 ;44,05 ;44,05 ;29,04 ;26,00 ;23,28 
11.Nis.25;42,98 ;33,06 ;44,05 ;44,05 ;27,70 ;24,74 ;22,56 
12.Nis.25;44,03 ;33,98 ;44,19 ;44,19 ;28,67 ;25,69 ;23,48 
17.Nis.25;44,97 ;33,98 ;44,19 ;44,19 ;28,67 ;25,69 ;23,48 
19.Nis.25;44,97 ;35,34 ;44,19 ;44,19 ;29,72 ;26,50 ;24,48 
23.Nis.25;45,00 ;35,34 ;45,24 ;45,24 ;29,72 ;26,50 ;24,48 
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
